name	x	y	z	size	group	hemisphere	type	wb.region	ind.region	das.region	stein.region
RGRID16	56.8098	8.80325	16.4785	-999	RGRID	R	grid	n/a	precentral	n/a	n/a
RGRID17	39.3688	-46.4536	61.3555	-999	RGRID	R	grid	n/a	superiorparietal	n/a	n/a
RGRID18	46.642	-37.3751	58.4919	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID19	52.3979	-28.9626	52.3582	-999	RGRID	R	grid	n/a	postcentral	n/a	n/a
RGRID20	53.358	-22.4022	44.2979	-999	RGRID	R	grid	n/a	postcentral	n/a	n/a
RGRID21	54.9888	-15.2344	36.1855	-999	RGRID	R	grid	n/a	postcentral	n/a	n/a
RGRID22	57.3502	-7.43913	29.1415	-999	RGRID	R	grid	n/a	postcentral	n/a	n/a
RGRID23	58.3149	-0.268809	21.0687	-999	RGRID	R	grid	n/a	precentral	n/a	n/a
RGRID24	56.5509	6.28176	12.0462	-999	RGRID	R	grid	n/a	precentral	n/a	n/a
RGRID25	44.8917	-53.3295	53.2929	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID26	53.548	-45.4558	51.4955	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID27	58.0322	-37.0175	46.5616	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID28	59.6674	-29.24	38.4368	-999	RGRID	R	grid	n/a	supramarginal	n/a	n/a
RGRID29	59.2957	-22.6741	30.4556	-999	RGRID	R	grid	n/a	supramarginal	n/a	n/a
RGRID30	60.2001	-15.5243	21.2623	-999	RGRID	R	grid	n/a	supramarginal	n/a	n/a
RGRID31	61.1693	-7.74413	13.177	-999	RGRID	R	grid	n/a	postcentral	n/a	n/a
RGRID32	60.7976	-1.17841	5.19578	-999	RGRID	R	grid	n/a	postcentral	n/a	n/a
RGRID33	55.0434	-56.5852	43.7577	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID34	60.7949	-48.7827	37.6366	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID35	60.4968	-40.3667	30.7385	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID36	61.5308	-31.9562	23.7612	-999	RGRID	R	grid	n/a	supramarginal	n/a	n/a
RGRID37	62.5692	-22.9357	16.7715	-999	RGRID	R	grid	n/a	supramarginal	n/a	n/a
RGRID38	62.2711	-14.5197	9.87349	-999	RGRID	R	grid	n/a	postcentral	n/a	n/a
RGRID39	60.6411	-6.09857	3.05455	-999	RGRID	R	grid	n/a	postcentral	n/a	n/a
RGRID40	57.6745	1.73362	-3.36163	-999	RGRID	R	grid	n/a	precentral	n/a	n/a
RGRID41	53.1201	-63.473	33.8893	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID42	58.8716	-55.6704	27.7681	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID43	59.9658	-47.2394	21.9115	-999	RGRID	R	grid	n/a	inferiorparietal	n/a	n/a
RGRID44	61.0086	-37.609	14.9092	-999	RGRID	R	grid	n/a	supramarginal	n/a	n/a
RGRID45	63.37	-29.8136	7.86542	-999	RGRID	R	grid	n/a	supramarginal	n/a	n/a
RGRID46	63.0719	-21.3972	0.976355	-999	RGRID	R	grid	n/a	superiortemporal	n/a	n/a
RGRID47	63.4443	-12.3459	-5.41011	-999	RGRID	R	grid	n/a	superiortemporal	n/a	n/a
RGRID48	61.1483	-3.89443	-11.6381	-999	RGRID	R	grid	n/a	superiortemporal	n/a	n/a
RSP1	31.6804	-62.9735	57.6458	-999	RSP	R	strip	n/a	superiorparietal	n/a	n/a
RSP2	39.1341	-53.8338	58.1437	-999	RSP	R	strip	n/a	superiorparietal	n/a	n/a
RSP3	46.5231	-45.3243	57.5337	-999	RSP	R	strip	n/a	inferiorparietal	n/a	n/a
RSP4	52.5379	-34.3903	55.8322	-999	RSP	R	strip	n/a	inferiorparietal	n/a	n/a
RSP5	53.6321	-25.9593	49.9755	-999	RSP	R	strip	n/a	postcentral	n/a	n/a
RSP6	52.0667	-16.9078	44.2646	-999	RSP	R	strip	n/a	postcentral	n/a	n/a
RO1	24.1355	-95.5703	9.26795	-999	RO	R	strip	n/a	lateraloccipital	n/a	n/a
RO2	34.832	-90.1235	8.52248	-999	RO	R	strip	n/a	lateraloccipital	n/a	n/a
RO3	44.8714	-83.4544	7.7915	-999	RO	R	strip	n/a	lateraloccipital	n/a	n/a
RO4	50.9374	-73.7199	7.23558	-999	RO	R	strip	n/a	lateraloccipital	n/a	n/a
RO5	57.7205	-65.1872	7.78558	-999	RO	R	strip	n/a	middletemporal	n/a	n/a
RO6	61.7931	-54.8348	7.3359	-999	RO	R	strip	n/a	middletemporal	n/a	n/a
RAST1	33.0548	18.9573	-38.3549	-999	RAST	R	strip	n/a	temporalpole	n/a	n/a
RAST2	42.995	12.212	-38.7423	-999	RAST	R	strip	n/a	middletemporal	n/a	n/a
RAST3	51.0487	4.28568	-36.9467	-999	RAST	R	strip	n/a	middletemporal	n/a	n/a
RAST4	57.2202	-4.2119	-32.982	-999	RAST	R	strip	n/a	middletemporal	n/a	n/a
RMST1	29.251	3.63047	-43.9626	-999	RMST	R	strip	n/a	fusiform	n/a	n/a
RMST2	38.5387	-1.2829	-44.356	-999	RMST	R	strip	n/a	fusiform	n/a	n/a
RMST3	48.7288	-6.74616	-40.6784	-999	RMST	R	strip	n/a	inferiortemporal	n/a	n/a
RMST4	55.0433	-12.1633	-34.7375	-999	RMST	R	strip	n/a	middletemporal	n/a	n/a
RPST1	53.748	-70.8389	-2.53219	-999	RPST	R	strip	n/a	lateraloccipital	n/a	n/a
RPST2	59.8788	-60.4785	-2.07296	-999	RPST	R	strip	n/a	middletemporal	n/a	n/a
RPST3	63.341	-50.7181	-1.45515	-999	RPST	R	strip	n/a	middletemporal	n/a	n/a
RPST4	64.8143	-39.7306	-0.75712	-999	RPST	R	strip	n/a	middletemporal	n/a	n/a
RDH1	20.4458	-14.894	-20.4733	-999	RDH	R	depth	Right Cerebral White Matter	n/a	n/a	Right MTL WM
RDH2	26.4577	-12.4769	-20.8547	-999	RDH	R	depth	Right Hippocampus	n/a	SUB	Right Sub
RDH3	32.5163	-11.8738	-20.1706	-999	RDH	R	depth	Right Hippocampus	n/a	CA1	Right CA1
RDH4	37.8623	-9.4544	-20.5158	-999	RDH	R	depth	Right Cerebral White Matter	n/a	n/a	n/a
LAST1	-23.4492	0.151945	-42.0474	-999	LAST	L	strip	n/a	fusiform	n/a	n/a
LAST2	-30.8383	-8.35832	-41.4532	-999	LAST	L	strip	n/a	fusiform	n/a	n/a
LAST3	-40.013	-12.5456	-37.7793	-999	LAST	L	strip	n/a	fusiform	n/a	n/a
LAST4	-48.3186	-13.6394	-31.1419	-999	LAST	L	strip	n/a	inferiortemporal	n/a	n/a
LPST1	-24.4844	-39.5877	-8.23114	-999	LPST	L	strip	n/a	fusiform	n/a	n/a
LPST2	-29.6054	-36.646	-16.2345	-999	LPST	L	strip	n/a	fusiform	n/a	n/a
LPST3	-37.3121	-31.2393	-23.1264	-999	LPST	L	strip	n/a	fusiform	n/a	n/a
LPST4	-44.8291	-24.5664	-26.9766	-999	LPST	L	strip	n/a	inferiortemporal	n/a	n/a
LDA1	-38.7136	-8.1234	-27.6811	-999	LDA	L	depth	Left Cerebral White Matter	inferiortemporal	BA36	Left PRC
LDA2	-43.3333	-10.5297	-26.3488	-999	LDA	L	depth	Left ITG inferior temporal gyrus	inferiortemporal	n/a	n/a
LDA3	-49.2805	-12.3213	-24.9582	-999	LDA	L	depth	Left Cerebral White Matter	inferiortemporal	n/a	n/a
LDA4	-53.8401	-14.7121	-22.6025	-999	LDA	L	depth	Left ITG inferior temporal gyrus	inferiortemporal	n/a	n/a
LDH1	-29.7576	-16.5996	-21.8145	-999	LDH	L	depth	Left PHG parahippocampal gyrus	parahippocampal	BA35	Left PRC
LDH2	-34.4285	-17.802	-21.5335	-999	LDH	L	depth	Left FuG fusiform gyrus	parahippocampal	BA36	Left PRC
LDH3	-40.4827	-17.7952	-22.2316	-999	LDH	L	depth	Left FuG fusiform gyrus	fusiform	BA36	Left PRC
LDH4	-46.5457	-19.0081	-22.9016	-999	LDH	L	depth	Left ITG inferior temporal gyrus	inferiortemporal	n/a	n/a
